,property_id,check_in_date,room_category,successful_bookings,capacity,occ_pct,room_class,property_name,category,city,date,mmm yy,week no,day_type,occ%
27,17561,10-May-22,RT2,22,36.0,61.11,Elite,Atliq Blu,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
28,17558,10-May-22,RT2,24,50.0,48.0,Elite,Atliq Grands,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
29,16562,10-May-22,RT2,24,43.0,55.81,Elite,Atliq Bay,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
30,16561,10-May-22,RT2,13,24.0,54.17,Elite,Atliq Blu,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
31,16558,10-May-22,RT2,12,22.0,54.55,Elite,Atliq Grands,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
32,19560,10-May-22,RT2,23,38.0,60.53,Elite,Atliq City,Business,Bangalore,10-May-22,May 22,W 20,weekeday,
33,16563,10-May-22,RT2,23,38.0,60.53,Elite,Atliq Palace,Business,Delhi,10-May-22,May 22,W 20,weekeday,
34,16559,10-May-22,RT2,25,41.0,60.98,Elite,Atliq Exotica,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
35,19559,10-May-22,RT2,19,41.0,46.34,Elite,Atliq Exotica,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
36,19558,10-May-22,RT2,14,39.0,35.9,Elite,Atliq Grands,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
37,17559,10-May-22,RT2,27,39.0,69.23,Elite,Atliq Exotica,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
38,16560,10-May-22,RT2,19,34.0,55.88,Elite,Atliq City,Business,Delhi,10-May-22,May 22,W 20,weekeday,
39,18562,10-May-22,RT2,26,34.0,76.47,Elite,Atliq Bay,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
40,18559,10-May-22,RT2,22,44.0,50.0,Elite,Atliq Exotica,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
41,17563,10-May-22,RT2,28,44.0,63.64,Elite,Atliq Palace,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
42,17562,10-May-22,RT2,11,30.0,36.67,Elite,Atliq Bay,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
43,18558,10-May-22,RT2,14,30.0,46.67,Elite,Atliq Grands,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
44,17564,10-May-22,RT2,17,40.0,42.5,Elite,Atliq Seasons,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
45,18561,10-May-22,RT2,25,40.0,62.5,Elite,Atliq Blu,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
46,18560,10-May-22,RT2,25,40.0,62.5,Elite,Atliq City,Business,Hyderabad,10-May-22,May 22,W 20,weekeday,
47,17560,10-May-22,RT2,23,45.0,51.11,Elite,Atliq City,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
48,19561,10-May-22,RT2,25,45.0,55.56,Elite,Atliq Blu,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
49,19563,10-May-22,RT2,25,45.0,55.56,Elite,Atliq Palace,Business,Bangalore,10-May-22,May 22,W 20,weekeday,
50,16559,10-May-22,RT1,18,30.0,60.0,Standard,Atliq Exotica,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
51,19562,10-May-22,RT3,19,29.0,65.52,Premium,Atliq Bay,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
52,19561,10-May-22,RT3,16,29.0,55.17,Premium,Atliq Blu,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
53,18562,10-May-22,RT3,19,29.0,65.52,Premium,Atliq Bay,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
54,17558,10-May-22,RT3,12,27.0,44.44,Premium,Atliq Grands,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
55,17562,10-May-22,RT3,12,27.0,44.44,Premium,Atliq Bay,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
56,19559,10-May-22,RT3,14,27.0,51.85,Premium,Atliq Exotica,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
57,16559,10-May-22,RT3,20,32.0,62.5,Premium,Atliq Exotica,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
58,16558,10-May-22,RT3,4,8.0,50.0,Premium,Atliq Grands,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
59,18561,10-May-22,RT3,17,25.0,68.0,Premium,Atliq Blu,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
60,18558,10-May-22,RT3,13,26.0,50.0,Premium,Atliq Grands,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
61,16561,10-May-22,RT3,14,21.0,66.67,Premium,Atliq Blu,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
62,16563,10-May-22,RT3,14,20.0,70.0,Premium,Atliq Palace,Business,Delhi,10-May-22,May 22,W 20,weekeday,
63,17560,10-May-22,RT3,14,25.0,56.0,Premium,Atliq City,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
64,18560,10-May-22,RT3,14,24.0,58.33,Premium,Atliq City,Business,Hyderabad,10-May-22,May 22,W 20,weekeday,
65,16560,10-May-22,RT3,9,20.0,45.0,Premium,Atliq City,Business,Delhi,10-May-22,May 22,W 20,weekeday,
66,16562,10-May-22,RT3,9,18.0,50.0,Premium,Atliq Bay,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
67,17563,10-May-22,RT3,9,16.0,56.25,Premium,Atliq Palace,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
68,19558,10-May-22,RT3,9,21.0,42.86,Premium,Atliq Grands,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
69,17564,10-May-22,RT3,9,24.0,37.5,Premium,Atliq Seasons,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
70,17559,10-May-22,RT3,10,16.0,62.5,Premium,Atliq Exotica,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
71,18559,10-May-22,RT3,10,23.0,43.48,Premium,Atliq Exotica,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
72,19560,10-May-22,RT3,10,19.0,52.63,Premium,Atliq City,Business,Bangalore,10-May-22,May 22,W 20,weekeday,
73,17561,10-May-22,RT3,12,19.0,63.16,Premium,Atliq Blu,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
74,18563,10-May-22,RT3,12,23.0,52.17,Premium,Atliq Palace,Business,Hyderabad,10-May-22,May 22,W 20,weekeday,
75,19559,10-May-22,RT4,2,3.0,66.67,Presidential,Atliq Exotica,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
76,16558,10-May-22,RT4,2,3.0,66.67,Presidential,Atliq Grands,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
77,16562,10-May-22,RT4,4,6.0,66.67,Presidential,Atliq Bay,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
78,16560,10-May-22,RT4,4,7.0,57.14,Presidential,Atliq City,Business,Delhi,10-May-22,May 22,W 20,weekeday,
79,18561,10-May-22,RT4,5,9.0,55.56,Presidential,Atliq Blu,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
80,16561,10-May-22,RT4,6,10.0,60.0,Presidential,Atliq Blu,Luxury,Delhi,10-May-22,May 22,W 20,weekeday,
81,17560,10-May-22,RT4,6,13.0,46.15,Presidential,Atliq City,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
82,17564,10-May-22,RT4,7,17.0,41.18,Presidential,Atliq Seasons,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
83,18560,10-May-22,RT4,9,15.0,60.0,Presidential,Atliq City,Business,Hyderabad,10-May-22,May 22,W 20,weekeday,
84,19560,10-May-22,RT4,11,16.0,68.75,Presidential,Atliq City,Business,Bangalore,10-May-22,May 22,W 20,weekeday,
85,18559,10-May-22,RT4,8,19.0,42.11,Presidential,Atliq Exotica,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
86,17563,10-May-22,RT4,12,19.0,63.16,Presidential,Atliq Palace,Business,Mumbai,10-May-22,May 22,W 20,weekeday,
87,19562,10-May-22,RT4,9,14.0,64.29,Presidential,Atliq Bay,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
88,17559,10-May-22,RT4,10,14.0,71.43,Presidential,Atliq Exotica,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
89,18558,10-May-22,RT4,10,20.0,50.0,Presidential,Atliq Grands,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
90,18562,10-May-22,RT4,13,20.0,65.0,Presidential,Atliq Bay,Luxury,Hyderabad,10-May-22,May 22,W 20,weekeday,
91,18563,10-May-22,RT4,9,18.0,50.0,Presidential,Atliq Palace,Business,Hyderabad,10-May-22,May 22,W 20,weekeday,
92,16563,10-May-22,RT4,11,18.0,61.11,Presidential,Atliq Palace,Business,Delhi,10-May-22,May 22,W 20,weekeday,
93,16559,10-May-22,RT4,13,18.0,72.22,Presidential,Atliq Exotica,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
94,17558,10-May-22,RT4,3,6.0,50.0,Presidential,Atliq Grands,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
95,17562,10-May-22,RT4,3,6.0,50.0,Presidential,Atliq Bay,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
96,19563,10-May-22,RT4,3,6.0,50.0,Presidential,Atliq Palace,Business,Bangalore,10-May-22,May 22,W 20,weekeday,
97,19558,10-May-22,RT4,3,7.0,42.86,Presidential,Atliq Grands,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
98,19561,10-May-22,RT4,3,7.0,42.86,Presidential,Atliq Blu,Luxury,Bangalore,10-May-22,May 22,W 20,weekeday,
99,17561,10-May-22,RT4,3,4.0,75.0,Presidential,Atliq Blu,Luxury,Mumbai,10-May-22,May 22,W 20,weekeday,
100,16559,11-May-22,RT1,17,30.0,56.67,Standard,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
101,19562,11-May-22,RT1,21,30.0,70.0,Standard,Atliq Bay,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
102,19563,11-May-22,RT1,15,30.0,50.0,Standard,Atliq Palace,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
103,17558,11-May-22,RT1,11,19.0,57.89,Standard,Atliq Grands,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
104,16558,11-May-22,RT1,12,19.0,63.16,Standard,Atliq Grands,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
105,17560,11-May-22,RT1,21,40.0,52.5,Standard,Atliq City,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
106,19558,11-May-22,RT1,19,40.0,47.5,Standard,Atliq Grands,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
107,19560,11-May-22,RT1,17,26.0,65.38,Standard,Atliq City,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
108,17561,11-May-22,RT1,17,26.0,65.38,Standard,Atliq Blu,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
109,16560,11-May-22,RT1,18,34.0,52.94,Standard,Atliq City,Business,Delhi,11-May-22,May 22,W 20,weekeday,
110,16561,11-May-22,RT1,9,18.0,50.0,Standard,Atliq Blu,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
111,16562,11-May-22,RT1,16,31.0,51.61,Standard,Atliq Bay,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
112,16563,11-May-22,RT1,28,41.0,68.29,Standard,Atliq Palace,Business,Delhi,11-May-22,May 22,W 20,weekeday,
113,17559,11-May-22,RT1,23,32.0,71.88,Standard,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
114,17562,11-May-22,RT1,9,20.0,45.0,Standard,Atliq Bay,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
115,17563,11-May-22,RT1,16,25.0,64.0,Standard,Atliq Palace,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
116,18558,11-May-22,RT1,8,15.0,53.33,Standard,Atliq Grands,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
117,18559,11-May-22,RT1,18,42.0,42.86,Standard,Atliq Exotica,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
118,18561,11-May-22,RT1,20,33.0,60.61,Standard,Atliq Blu,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
119,18562,11-May-22,RT1,24,38.0,63.16,Standard,Atliq Bay,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
120,18563,11-May-22,RT1,11,27.0,40.74,Standard,Atliq Palace,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
121,19559,11-May-22,RT1,13,24.0,54.17,Standard,Atliq Exotica,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
122,19561,11-May-22,RT1,18,36.0,50.0,Standard,Atliq Blu,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
123,17564,11-May-22,RT1,7,16.0,43.75,Standard,Atliq Seasons,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
124,19562,11-May-22,RT2,14,23.0,60.87,Elite,Atliq Bay,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
125,18563,11-May-22,RT2,15,29.0,51.72,Elite,Atliq Palace,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
126,17561,11-May-22,RT2,23,36.0,63.89,Elite,Atliq Blu,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
127,17558,11-May-22,RT2,26,50.0,52.0,Elite,Atliq Grands,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
128,16562,11-May-22,RT2,21,43.0,48.84,Elite,Atliq Bay,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
129,16561,11-May-22,RT2,17,24.0,70.83,Elite,Atliq Blu,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
130,16558,11-May-22,RT2,13,22.0,59.09,Elite,Atliq Grands,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
131,19560,11-May-22,RT2,26,38.0,68.42,Elite,Atliq City,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
132,16563,11-May-22,RT2,24,38.0,63.16,Elite,Atliq Palace,Business,Delhi,11-May-22,May 22,W 20,weekeday,
133,16559,11-May-22,RT2,23,41.0,56.1,Elite,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
134,19559,11-May-22,RT2,19,41.0,46.34,Elite,Atliq Exotica,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
135,19558,11-May-22,RT2,17,39.0,43.59,Elite,Atliq Grands,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
136,17559,11-May-22,RT2,22,39.0,56.41,Elite,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
137,16560,11-May-22,RT2,18,34.0,52.94,Elite,Atliq City,Business,Delhi,11-May-22,May 22,W 20,weekeday,
138,18562,11-May-22,RT2,20,34.0,58.82,Elite,Atliq Bay,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
139,18559,11-May-22,RT2,21,44.0,47.73,Elite,Atliq Exotica,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
140,17563,11-May-22,RT2,28,44.0,63.64,Elite,Atliq Palace,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
141,17562,11-May-22,RT2,12,30.0,40.0,Elite,Atliq Bay,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
142,18558,11-May-22,RT2,15,30.0,50.0,Elite,Atliq Grands,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
143,17564,11-May-22,RT2,19,40.0,47.5,Elite,Atliq Seasons,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
144,18561,11-May-22,RT2,28,40.0,70.0,Elite,Atliq Blu,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
145,18560,11-May-22,RT2,26,40.0,65.0,Elite,Atliq City,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
146,17560,11-May-22,RT2,24,45.0,53.33,Elite,Atliq City,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
147,19561,11-May-22,RT2,22,45.0,48.89,Elite,Atliq Blu,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
148,19563,11-May-22,RT2,23,45.0,51.11,Elite,Atliq Palace,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
149,19563,11-May-22,RT3,16,29.0,55.17,Premium,Atliq Palace,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
150,18560,11-May-22,RT1,20,30.0,66.67,Standard,Atliq City,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
151,19562,11-May-22,RT3,18,29.0,62.07,Premium,Atliq Bay,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
152,19561,11-May-22,RT3,15,29.0,51.72,Premium,Atliq Blu,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
153,18562,11-May-22,RT3,18,29.0,62.07,Premium,Atliq Bay,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
154,17558,11-May-22,RT3,14,27.0,51.85,Premium,Atliq Grands,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
155,17562,11-May-22,RT3,12,27.0,44.44,Premium,Atliq Bay,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
156,19559,11-May-22,RT3,13,27.0,48.15,Premium,Atliq Exotica,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
157,16559,11-May-22,RT3,21,32.0,65.62,Premium,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
158,16558,11-May-22,RT3,5,8.0,62.5,Premium,Atliq Grands,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
159,18561,11-May-22,RT3,15,25.0,60.0,Premium,Atliq Blu,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
160,18558,11-May-22,RT3,15,26.0,57.69,Premium,Atliq Grands,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
161,17560,11-May-22,RT3,14,25.0,56.0,Premium,Atliq City,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
162,18560,11-May-22,RT3,14,24.0,58.33,Premium,Atliq City,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
163,17559,11-May-22,RT3,9,16.0,56.25,Premium,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
164,17563,11-May-22,RT3,9,16.0,56.25,Premium,Atliq Palace,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
165,18559,11-May-22,RT3,9,23.0,39.13,Premium,Atliq Exotica,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
166,19558,11-May-22,RT3,9,21.0,42.86,Premium,Atliq Grands,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
167,17564,11-May-22,RT3,9,24.0,37.5,Premium,Atliq Seasons,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
168,16562,11-May-22,RT3,10,18.0,55.56,Premium,Atliq Bay,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
169,18563,11-May-22,RT3,10,23.0,43.48,Premium,Atliq Palace,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
170,16561,11-May-22,RT3,12,21.0,57.14,Premium,Atliq Blu,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
171,16563,11-May-22,RT3,12,20.0,60.0,Premium,Atliq Palace,Business,Delhi,11-May-22,May 22,W 20,weekeday,
172,17561,11-May-22,RT3,12,19.0,63.16,Premium,Atliq Blu,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
173,19560,11-May-22,RT3,12,19.0,63.16,Premium,Atliq City,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
174,16560,11-May-22,RT3,11,20.0,55.0,Premium,Atliq City,Business,Delhi,11-May-22,May 22,W 20,weekeday,
175,16558,11-May-22,RT4,2,3.0,66.67,Presidential,Atliq Grands,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
176,19561,11-May-22,RT4,4,7.0,57.14,Presidential,Atliq Blu,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
177,16561,11-May-22,RT4,6,10.0,60.0,Presidential,Atliq Blu,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
178,17560,11-May-22,RT4,6,13.0,46.15,Presidential,Atliq City,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
179,18561,11-May-22,RT4,6,9.0,66.67,Presidential,Atliq Blu,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
180,19559,11-May-22,RT4,1,3.0,33.33,Presidential,Atliq Exotica,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
181,17564,11-May-22,RT4,8,17.0,47.06,Presidential,Atliq Seasons,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
182,18560,11-May-22,RT4,9,15.0,60.0,Presidential,Atliq City,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
183,19560,11-May-22,RT4,11,16.0,68.75,Presidential,Atliq City,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
184,18559,11-May-22,RT4,10,19.0,52.63,Presidential,Atliq Exotica,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
185,17563,11-May-22,RT4,12,19.0,63.16,Presidential,Atliq Palace,Business,Mumbai,11-May-22,May 22,W 20,weekeday,
186,19562,11-May-22,RT4,9,14.0,64.29,Presidential,Atliq Bay,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
187,17559,11-May-22,RT4,9,14.0,64.29,Presidential,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
188,18558,11-May-22,RT4,10,20.0,50.0,Presidential,Atliq Grands,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
189,18562,11-May-22,RT4,12,20.0,60.0,Presidential,Atliq Bay,Luxury,Hyderabad,11-May-22,May 22,W 20,weekeday,
190,18563,11-May-22,RT4,9,18.0,50.0,Presidential,Atliq Palace,Business,Hyderabad,11-May-22,May 22,W 20,weekeday,
191,16563,11-May-22,RT4,10,18.0,55.56,Presidential,Atliq Palace,Business,Delhi,11-May-22,May 22,W 20,weekeday,
192,16559,11-May-22,RT4,12,18.0,66.67,Presidential,Atliq Exotica,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
193,16562,11-May-22,RT4,3,6.0,50.0,Presidential,Atliq Bay,Luxury,Delhi,11-May-22,May 22,W 20,weekeday,
194,17558,11-May-22,RT4,3,6.0,50.0,Presidential,Atliq Grands,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
195,17562,11-May-22,RT4,3,6.0,50.0,Presidential,Atliq Bay,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
196,19563,11-May-22,RT4,3,6.0,50.0,Presidential,Atliq Palace,Business,Bangalore,11-May-22,May 22,W 20,weekeday,
197,16560,11-May-22,RT4,3,7.0,42.86,Presidential,Atliq City,Business,Delhi,11-May-22,May 22,W 20,weekeday,
198,19558,11-May-22,RT4,3,7.0,42.86,Presidential,Atliq Grands,Luxury,Bangalore,11-May-22,May 22,W 20,weekeday,
199,17561,11-May-22,RT4,3,4.0,75.0,Presidential,Atliq Blu,Luxury,Mumbai,11-May-22,May 22,W 20,weekeday,
200,16559,12-May-22,RT1,19,30.0,63.33,Standard,Atliq Exotica,Luxury,Mumbai,12-May-22,May 22,W 20,weekeday,
201,18560,12-May-22,RT1,18,30.0,60.0,Standard,Atliq City,Business,Hyderabad,12-May-22,May 22,W 20,weekeday,
202,19562,12-May-22,RT1,18,30.0,60.0,Standard,Atliq Bay,Luxury,Bangalore,12-May-22,May 22,W 20,weekeday,
203,19563,12-May-22,RT1,13,30.0,43.33,Standard,Atliq Palace,Business,Bangalore,12-May-22,May 22,W 20,weekeday,
204,17558,12-May-22,RT1,11,19.0,57.89,Standard,Atliq Grands,Luxury,Mumbai,12-May-22,May 22,W 20,weekeday,
